,GeoName,IndustryClassification,Description,2017
2,"Atlanta-Sandy Springs-Roswell, GA",11,"  Agriculture, forestry, fishing, and hunting",
5,"Atlanta-Sandy Springs-Roswell, GA",21,"  Mining, quarrying, and oil and gas extraction",602.1
9,"Atlanta-Sandy Springs-Roswell, GA",22,  Utilities,4726.5
10,"Atlanta-Sandy Springs-Roswell, GA",23,  Construction,13450.2
11,"Atlanta-Sandy Springs-Roswell, GA",31-33,  Manufacturing,26278.8
33,"Atlanta-Sandy Springs-Roswell, GA",42,  Wholesale trade,29590.6
34,"Atlanta-Sandy Springs-Roswell, GA",44-45,  Retail trade,19244.1
35,"Atlanta-Sandy Springs-Roswell, GA",48-49,  Transportation and warehousing,14624.1
44,"Atlanta-Sandy Springs-Roswell, GA",51,  Information,43548.8
49,"Atlanta-Sandy Springs-Roswell, GA","52, 53","  Finance, insurance, real estate, rental, and leasing",69248.9
50,"Atlanta-Sandy Springs-Roswell, GA",52,   Finance and insurance,24072.5
55,"Atlanta-Sandy Springs-Roswell, GA",53,   Real estate and rental and leasing,45204.0
58,"Atlanta-Sandy Springs-Roswell, GA","54, 55, 56",  Professional and business services,50492.1
59,"Atlanta-Sandy Springs-Roswell, GA",54,"   Professional, scientific, and technical services",27735.0
60,"Atlanta-Sandy Springs-Roswell, GA",55,   Management of companies and enterprises,9093.9
61,"Atlanta-Sandy Springs-Roswell, GA",56,   Administrative and support and waste management and remediation services,13720.6
64,"Atlanta-Sandy Springs-Roswell, GA","61, 62","  Educational services, health care, and social assistance",
65,"Atlanta-Sandy Springs-Roswell, GA",61,   Educational services,
66,"Atlanta-Sandy Springs-Roswell, GA",62,   Health care and social assistance,18646.9
70,"Atlanta-Sandy Springs-Roswell, GA","71, 72","  Arts, entertainment, recreation, accommodation, and food services",9866.6
71,"Atlanta-Sandy Springs-Roswell, GA",71,"   Arts, entertainment, and recreation",2075.6
74,"Atlanta-Sandy Springs-Roswell, GA",72,   Accommodation and food services,7798.6
77,"Atlanta-Sandy Springs-Roswell, GA",81,  Other services (except government and government enterprises),5536.6
82,"Atlanta-Sandy Springs-Roswell, GA","11, 21",Natural resources and mining,
83,"Atlanta-Sandy Springs-Roswell, GA","42, 44-45",Trade,48816.9
89,"Baltimore-Columbia-Towson, MD",11,"  Agriculture, forestry, fishing, and hunting",157.0
92,"Baltimore-Columbia-Towson, MD",21,"  Mining, quarrying, and oil and gas extraction",134.9
96,"Baltimore-Columbia-Towson, MD",22,  Utilities,3070.6
97,"Baltimore-Columbia-Towson, MD",23,  Construction,6717.6
98,"Baltimore-Columbia-Towson, MD",31-33,  Manufacturing,10397.2
120,"Baltimore-Columbia-Towson, MD",42,  Wholesale trade,9213.2
121,"Baltimore-Columbia-Towson, MD",44-45,  Retail trade,8523.3
122,"Baltimore-Columbia-Towson, MD",48-49,  Transportation and warehousing,4194.2
131,"Baltimore-Columbia-Towson, MD",51,  Information,6330.0
136,"Baltimore-Columbia-Towson, MD","52, 53","  Finance, insurance, real estate, rental, and leasing",33711.3
137,"Baltimore-Columbia-Towson, MD",52,   Finance and insurance,9399.2
142,"Baltimore-Columbia-Towson, MD",53,   Real estate and rental and leasing,24215.5
145,"Baltimore-Columbia-Towson, MD","54, 55, 56",  Professional and business services,24630.0
146,"Baltimore-Columbia-Towson, MD",54,"   Professional, scientific, and technical services",
147,"Baltimore-Columbia-Towson, MD",55,   Management of companies and enterprises,
148,"Baltimore-Columbia-Towson, MD",56,   Administrative and support and waste management and remediation services,5904.9
151,"Baltimore-Columbia-Towson, MD","61, 62","  Educational services, health care, and social assistance",17478.4
152,"Baltimore-Columbia-Towson, MD",61,   Educational services,3140.5
153,"Baltimore-Columbia-Towson, MD",62,   Health care and social assistance,14362.8
157,"Baltimore-Columbia-Towson, MD","71, 72","  Arts, entertainment, recreation, accommodation, and food services",6079.3
158,"Baltimore-Columbia-Towson, MD",71,"   Arts, entertainment, and recreation",2348.1
161,"Baltimore-Columbia-Towson, MD",72,   Accommodation and food services,3743.4
164,"Baltimore-Columbia-Towson, MD",81,  Other services (except government and government enterprises),3425.9
169,"Baltimore-Columbia-Towson, MD","11, 21",Natural resources and mining,285.7
170,"Baltimore-Columbia-Towson, MD","42, 44-45",Trade,17739.4
176,"Boston-Cambridge-Newton, MA-NH",11,"  Agriculture, forestry, fishing, and hunting",350.6
179,"Boston-Cambridge-Newton, MA-NH",21,"  Mining, quarrying, and oil and gas extraction",
183,"Boston-Cambridge-Newton, MA-NH",22,  Utilities,
184,"Boston-Cambridge-Newton, MA-NH",23,  Construction,
185,"Boston-Cambridge-Newton, MA-NH",31-33,  Manufacturing,
207,"Boston-Cambridge-Newton, MA-NH",42,  Wholesale trade,19293.2
208,"Boston-Cambridge-Newton, MA-NH",44-45,  Retail trade,15301.4
209,"Boston-Cambridge-Newton, MA-NH",48-49,  Transportation and warehousing,
218,"Boston-Cambridge-Newton, MA-NH",51,  Information,26477.7
223,"Boston-Cambridge-Newton, MA-NH","52, 53","  Finance, insurance, real estate, rental, and leasing",91322.0
224,"Boston-Cambridge-Newton, MA-NH",52,   Finance and insurance,31861.4
229,"Boston-Cambridge-Newton, MA-NH",53,   Real estate and rental and leasing,59686.5
232,"Boston-Cambridge-Newton, MA-NH","54, 55, 56",  Professional and business services,75756.9
233,"Boston-Cambridge-Newton, MA-NH",54,"   Professional, scientific, and technical services",53875.8
234,"Boston-Cambridge-Newton, MA-NH",55,   Management of companies and enterprises,10554.6
235,"Boston-Cambridge-Newton, MA-NH",56,   Administrative and support and waste management and remediation services,11295.0
238,"Boston-Cambridge-Newton, MA-NH","61, 62","  Educational services, health care, and social assistance",41679.7
239,"Boston-Cambridge-Newton, MA-NH",61,   Educational services,9723.2
240,"Boston-Cambridge-Newton, MA-NH",62,   Health care and social assistance,32005.5
244,"Boston-Cambridge-Newton, MA-NH","71, 72","  Arts, entertainment, recreation, accommodation, and food services",13765.2
245,"Boston-Cambridge-Newton, MA-NH",71,"   Arts, entertainment, and recreation",4161.1
248,"Boston-Cambridge-Newton, MA-NH",72,   Accommodation and food services,9610.7
251,"Boston-Cambridge-Newton, MA-NH",81,  Other services (except government and government enterprises),6227.1
256,"Boston-Cambridge-Newton, MA-NH","11, 21",Natural resources and mining,
257,"Boston-Cambridge-Newton, MA-NH","42, 44-45",Trade,34569.6
263,"Buffalo-Cheektowaga-Niagara Falls, NY",11,"  Agriculture, forestry, fishing, and hunting",
266,"Buffalo-Cheektowaga-Niagara Falls, NY",21,"  Mining, quarrying, and oil and gas extraction",
270,"Buffalo-Cheektowaga-Niagara Falls, NY",22,  Utilities,580.8
271,"Buffalo-Cheektowaga-Niagara Falls, NY",23,  Construction,1607.4
272,"Buffalo-Cheektowaga-Niagara Falls, NY",31-33,  Manufacturing,7186.6
294,"Buffalo-Cheektowaga-Niagara Falls, NY",42,  Wholesale trade,3033.7
295,"Buffalo-Cheektowaga-Niagara Falls, NY",44-45,  Retail trade,3667.1
296,"Buffalo-Cheektowaga-Niagara Falls, NY",48-49,  Transportation and warehousing,1008.7
305,"Buffalo-Cheektowaga-Niagara Falls, NY",51,  Information,1467.0
310,"Buffalo-Cheektowaga-Niagara Falls, NY","52, 53","  Finance, insurance, real estate, rental, and leasing",9788.3
311,"Buffalo-Cheektowaga-Niagara Falls, NY",52,   Finance and insurance,6100.6
316,"Buffalo-Cheektowaga-Niagara Falls, NY",53,   Real estate and rental and leasing,3606.8
319,"Buffalo-Cheektowaga-Niagara Falls, NY","54, 55, 56",  Professional and business services,5866.5
320,"Buffalo-Cheektowaga-Niagara Falls, NY",54,"   Professional, scientific, and technical services",2771.1
321,"Buffalo-Cheektowaga-Niagara Falls, NY",55,   Management of companies and enterprises,1531.2
322,"Buffalo-Cheektowaga-Niagara Falls, NY",56,   Administrative and support and waste management and remediation services,1560.7
325,"Buffalo-Cheektowaga-Niagara Falls, NY","61, 62","  Educational services, health care, and social assistance",5230.2
326,"Buffalo-Cheektowaga-Niagara Falls, NY",61,   Educational services,561.2
327,"Buffalo-Cheektowaga-Niagara Falls, NY",62,   Health care and social assistance,4678.6
331,"Buffalo-Cheektowaga-Niagara Falls, NY","71, 72","  Arts, entertainment, recreation, accommodation, and food services",2409.8
332,"Buffalo-Cheektowaga-Niagara Falls, NY",71,"   Arts, entertainment, and recreation",782.7
335,"Buffalo-Cheektowaga-Niagara Falls, NY",72,   Accommodation and food services,1629.7
338,"Buffalo-Cheektowaga-Niagara Falls, NY",81,  Other services (except government and government enterprises),1048.5
343,"Buffalo-Cheektowaga-Niagara Falls, NY","11, 21",Natural resources and mining,188.6
344,"Buffalo-Cheektowaga-Niagara Falls, NY","42, 44-45",Trade,6698.4
350,"Charlotte-Concord-Gastonia, NC-SC",11,"  Agriculture, forestry, fishing, and hunting",516.2
353,"Charlotte-Concord-Gastonia, NC-SC",21,"  Mining, quarrying, and oil and gas extraction",120.2
357,"Charlotte-Concord-Gastonia, NC-SC",22,  Utilities,
358,"Charlotte-Concord-Gastonia, NC-SC",23,  Construction,5593.3
359,"Charlotte-Concord-Gastonia, NC-SC",31-33,  Manufacturing,19399.6
381,"Charlotte-Concord-Gastonia, NC-SC",42,  Wholesale trade,
382,"Charlotte-Concord-Gastonia, NC-SC",44-45,  Retail trade,7427.0
383,"Charlotte-Concord-Gastonia, NC-SC",48-49,  Transportation and warehousing,
392,"Charlotte-Concord-Gastonia, NC-SC",51,  Information,
397,"Charlotte-Concord-Gastonia, NC-SC","52, 53","  Finance, insurance, real estate, rental, and leasing",
398,"Charlotte-Concord-Gastonia, NC-SC",52,   Finance and insurance,16505.7
403,"Charlotte-Concord-Gastonia, NC-SC",53,   Real estate and rental and leasing,
406,"Charlotte-Concord-Gastonia, NC-SC","54, 55, 56",  Professional and business services,23227.3
407,"Charlotte-Concord-Gastonia, NC-SC",54,"   Professional, scientific, and technical services",9983.7
408,"Charlotte-Concord-Gastonia, NC-SC",55,   Management of companies and enterprises,
409,"Charlotte-Concord-Gastonia, NC-SC",56,   Administrative and support and waste management and remediation services,
412,"Charlotte-Concord-Gastonia, NC-SC","61, 62","  Educational services, health care, and social assistance",7265.9
413,"Charlotte-Concord-Gastonia, NC-SC",61,   Educational services,
414,"Charlotte-Concord-Gastonia, NC-SC",62,   Health care and social assistance,
418,"Charlotte-Concord-Gastonia, NC-SC","71, 72","  Arts, entertainment, recreation, accommodation, and food services",6018.3
419,"Charlotte-Concord-Gastonia, NC-SC",71,"   Arts, entertainment, and recreation",1932.7
422,"Charlotte-Concord-Gastonia, NC-SC",72,   Accommodation and food services,4073.6
425,"Charlotte-Concord-Gastonia, NC-SC",81,  Other services (except government and government enterprises),2467.0
430,"Charlotte-Concord-Gastonia, NC-SC","11, 21",Natural resources and mining,642.7
431,"Charlotte-Concord-Gastonia, NC-SC","42, 44-45",Trade,
437,"Chicago-Naperville-Elgin, IL-IN-WI",11,"  Agriculture, forestry, fishing, and hunting",405.6
440,"Chicago-Naperville-Elgin, IL-IN-WI",21,"  Mining, quarrying, and oil and gas extraction",583.8
444,"Chicago-Naperville-Elgin, IL-IN-WI",22,  Utilities,8345.8
445,"Chicago-Naperville-Elgin, IL-IN-WI",23,  Construction,19978.1
446,"Chicago-Naperville-Elgin, IL-IN-WI",31-33,  Manufacturing,71661.2
468,"Chicago-Naperville-Elgin, IL-IN-WI",42,  Wholesale trade,
469,"Chicago-Naperville-Elgin, IL-IN-WI",44-45,  Retail trade,30037.1
470,"Chicago-Naperville-Elgin, IL-IN-WI",48-49,  Transportation and warehousing,20667.9
479,"Chicago-Naperville-Elgin, IL-IN-WI",51,  Information,
484,"Chicago-Naperville-Elgin, IL-IN-WI","52, 53","  Finance, insurance, real estate, rental, and leasing",
485,"Chicago-Naperville-Elgin, IL-IN-WI",52,   Finance and insurance,52197.5
490,"Chicago-Naperville-Elgin, IL-IN-WI",53,   Real estate and rental and leasing,
493,"Chicago-Naperville-Elgin, IL-IN-WI","54, 55, 56",  Professional and business services,91236.5
494,"Chicago-Naperville-Elgin, IL-IN-WI",54,"   Professional, scientific, and technical services",53589.4
495,"Chicago-Naperville-Elgin, IL-IN-WI",55,   Management of companies and enterprises,15288.6
496,"Chicago-Naperville-Elgin, IL-IN-WI",56,   Administrative and support and waste management and remediation services,22309.7
499,"Chicago-Naperville-Elgin, IL-IN-WI","61, 62","  Educational services, health care, and social assistance",47398.2
500,"Chicago-Naperville-Elgin, IL-IN-WI",61,   Educational services,
501,"Chicago-Naperville-Elgin, IL-IN-WI",62,   Health care and social assistance,
505,"Chicago-Naperville-Elgin, IL-IN-WI","71, 72","  Arts, entertainment, recreation, accommodation, and food services",23621.7
506,"Chicago-Naperville-Elgin, IL-IN-WI",71,"   Arts, entertainment, and recreation",
509,"Chicago-Naperville-Elgin, IL-IN-WI",72,   Accommodation and food services,
512,"Chicago-Naperville-Elgin, IL-IN-WI",81,  Other services (except government and government enterprises),
517,"Chicago-Naperville-Elgin, IL-IN-WI","11, 21",Natural resources and mining,986.4
518,"Chicago-Naperville-Elgin, IL-IN-WI","42, 44-45",Trade,
524,"Cincinnati, OH-KY-IN",11,"  Agriculture, forestry, fishing, and hunting",77.6
527,"Cincinnati, OH-KY-IN",21,"  Mining, quarrying, and oil and gas extraction",
531,"Cincinnati, OH-KY-IN",22,  Utilities,1457.4
532,"Cincinnati, OH-KY-IN",23,  Construction,
533,"Cincinnati, OH-KY-IN",31-33,  Manufacturing,19325.9
555,"Cincinnati, OH-KY-IN",42,  Wholesale trade,10124.6
556,"Cincinnati, OH-KY-IN",44-45,  Retail trade,6974.9
557,"Cincinnati, OH-KY-IN",48-49,  Transportation and warehousing,3889.4
566,"Cincinnati, OH-KY-IN",51,  Information,4116.1
571,"Cincinnati, OH-KY-IN","52, 53","  Finance, insurance, real estate, rental, and leasing",
572,"Cincinnati, OH-KY-IN",52,   Finance and insurance,
577,"Cincinnati, OH-KY-IN",53,   Real estate and rental and leasing,14209.8
580,"Cincinnati, OH-KY-IN","54, 55, 56",  Professional and business services,16310.5
581,"Cincinnati, OH-KY-IN",54,"   Professional, scientific, and technical services",6676.6
582,"Cincinnati, OH-KY-IN",55,   Management of companies and enterprises,5963.6
583,"Cincinnati, OH-KY-IN",56,   Administrative and support and waste management and remediation services,3620.9
586,"Cincinnati, OH-KY-IN","61, 62","  Educational services, health care, and social assistance",9869.1
587,"Cincinnati, OH-KY-IN",61,   Educational services,618.8
588,"Cincinnati, OH-KY-IN",62,   Health care and social assistance,9259.4
592,"Cincinnati, OH-KY-IN","71, 72","  Arts, entertainment, recreation, accommodation, and food services",4486.4
593,"Cincinnati, OH-KY-IN",71,"   Arts, entertainment, and recreation",1483.9
596,"Cincinnati, OH-KY-IN",72,   Accommodation and food services,3000.9
599,"Cincinnati, OH-KY-IN",81,  Other services (except government and government enterprises),
604,"Cincinnati, OH-KY-IN","11, 21",Natural resources and mining,
605,"Cincinnati, OH-KY-IN","42, 44-45",Trade,17099.1
611,"Cleveland-Elyria, OH",11,"  Agriculture, forestry, fishing, and hunting",
614,"Cleveland-Elyria, OH",21,"  Mining, quarrying, and oil and gas extraction",
618,"Cleveland-Elyria, OH",22,  Utilities,
619,"Cleveland-Elyria, OH",23,  Construction,3463.7
620,"Cleveland-Elyria, OH",31-33,  Manufacturing,16668.1
642,"Cleveland-Elyria, OH",42,  Wholesale trade,8231.5
643,"Cleveland-Elyria, OH",44-45,  Retail trade,6129.2
644,"Cleveland-Elyria, OH",48-49,  Transportation and warehousing,
653,"Cleveland-Elyria, OH",51,  Information,3430.7
658,"Cleveland-Elyria, OH","52, 53","  Finance, insurance, real estate, rental, and leasing",26214.4
659,"Cleveland-Elyria, OH",52,   Finance and insurance,10287.5
664,"Cleveland-Elyria, OH",53,   Real estate and rental and leasing,15850.5
667,"Cleveland-Elyria, OH","54, 55, 56",  Professional and business services,15680.3
668,"Cleveland-Elyria, OH",54,"   Professional, scientific, and technical services",7218.0
669,"Cleveland-Elyria, OH",55,   Management of companies and enterprises,4807.8
670,"Cleveland-Elyria, OH",56,   Administrative and support and waste management and remediation services,3713.5
673,"Cleveland-Elyria, OH","61, 62","  Educational services, health care, and social assistance",11485.4
674,"Cleveland-Elyria, OH",61,   Educational services,1214.2
675,"Cleveland-Elyria, OH",62,   Health care and social assistance,10285.0
679,"Cleveland-Elyria, OH","71, 72","  Arts, entertainment, recreation, accommodation, and food services",3818.1
680,"Cleveland-Elyria, OH",71,"   Arts, entertainment, and recreation",1388.1
683,"Cleveland-Elyria, OH",72,   Accommodation and food services,2434.4
686,"Cleveland-Elyria, OH",81,  Other services (except government and government enterprises),2190.8
691,"Cleveland-Elyria, OH","11, 21",Natural resources and mining,9729.8
692,"Cleveland-Elyria, OH","42, 44-45",Trade,14367.6
698,"Columbus, OH",11,"  Agriculture, forestry, fishing, and hunting",297.9
701,"Columbus, OH",21,"  Mining, quarrying, and oil and gas extraction",484.7
705,"Columbus, OH",22,  Utilities,
706,"Columbus, OH",23,  Construction,3887.7
707,"Columbus, OH",31-33,  Manufacturing,10829.5
729,"Columbus, OH",42,  Wholesale trade,6338.7
730,"Columbus, OH",44-45,  Retail trade,7123.6
731,"Columbus, OH",48-49,  Transportation and warehousing,
740,"Columbus, OH",51,  Information,4334.6
745,"Columbus, OH","52, 53","  Finance, insurance, real estate, rental, and leasing",29306.7
746,"Columbus, OH",52,   Finance and insurance,13892.6
751,"Columbus, OH",53,   Real estate and rental and leasing,15353.2
754,"Columbus, OH","54, 55, 56",  Professional and business services,18522.6
755,"Columbus, OH",54,"   Professional, scientific, and technical services",7729.0
756,"Columbus, OH",55,   Management of companies and enterprises,5830.1
757,"Columbus, OH",56,   Administrative and support and waste management and remediation services,5019.9
760,"Columbus, OH","61, 62","  Educational services, health care, and social assistance",9301.0
761,"Columbus, OH",61,   Educational services,836.6
762,"Columbus, OH",62,   Health care and social assistance,8482.2
766,"Columbus, OH","71, 72","  Arts, entertainment, recreation, accommodation, and food services",3631.8
767,"Columbus, OH",71,"   Arts, entertainment, and recreation",814.5
770,"Columbus, OH",72,   Accommodation and food services,2821.7
773,"Columbus, OH",81,  Other services (except government and government enterprises),2220.8
778,"Columbus, OH","11, 21",Natural resources and mining,736.4
779,"Columbus, OH","42, 44-45",Trade,13459.9
785,"Dallas-Fort Worth-Arlington, TX",11,"  Agriculture, forestry, fishing, and hunting",
788,"Dallas-Fort Worth-Arlington, TX",21,"  Mining, quarrying, and oil and gas extraction",
792,"Dallas-Fort Worth-Arlington, TX",22,  Utilities,
793,"Dallas-Fort Worth-Arlington, TX",23,  Construction,21250.8
794,"Dallas-Fort Worth-Arlington, TX",31-33,  Manufacturing,56908.7
816,"Dallas-Fort Worth-Arlington, TX",42,  Wholesale trade,
817,"Dallas-Fort Worth-Arlington, TX",44-45,  Retail trade,27759.6
818,"Dallas-Fort Worth-Arlington, TX",48-49,  Transportation and warehousing,16613.4
827,"Dallas-Fort Worth-Arlington, TX",51,  Information,28984.6
832,"Dallas-Fort Worth-Arlington, TX","52, 53","  Finance, insurance, real estate, rental, and leasing",91097.1
833,"Dallas-Fort Worth-Arlington, TX",52,   Finance and insurance,31014.9
838,"Dallas-Fort Worth-Arlington, TX",53,   Real estate and rental and leasing,60407.3
841,"Dallas-Fort Worth-Arlington, TX","54, 55, 56",  Professional and business services,62449.1
842,"Dallas-Fort Worth-Arlington, TX",54,"   Professional, scientific, and technical services",
843,"Dallas-Fort Worth-Arlington, TX",55,   Management of companies and enterprises,
844,"Dallas-Fort Worth-Arlington, TX",56,   Administrative and support and waste management and remediation services,
847,"Dallas-Fort Worth-Arlington, TX","61, 62","  Educational services, health care, and social assistance",30610.1
848,"Dallas-Fort Worth-Arlington, TX",61,   Educational services,
849,"Dallas-Fort Worth-Arlington, TX",62,   Health care and social assistance,
853,"Dallas-Fort Worth-Arlington, TX","71, 72","  Arts, entertainment, recreation, accommodation, and food services",16829.5
854,"Dallas-Fort Worth-Arlington, TX",71,"   Arts, entertainment, and recreation",3853.7
857,"Dallas-Fort Worth-Arlington, TX",72,   Accommodation and food services,12984.3
860,"Dallas-Fort Worth-Arlington, TX",81,  Other services (except government and government enterprises),7886.7
865,"Dallas-Fort Worth-Arlington, TX","11, 21",Natural resources and mining,33995.4
866,"Dallas-Fort Worth-Arlington, TX","42, 44-45",Trade,
872,"Denver-Aurora-Lakewood, CO",11,"  Agriculture, forestry, fishing, and hunting",
875,"Denver-Aurora-Lakewood, CO",21,"  Mining, quarrying, and oil and gas extraction",11221.6
879,"Denver-Aurora-Lakewood, CO",22,  Utilities,
880,"Denver-Aurora-Lakewood, CO",23,  Construction,9276.6
881,"Denver-Aurora-Lakewood, CO",31-33,  Manufacturing,
903,"Denver-Aurora-Lakewood, CO",42,  Wholesale trade,12810.8
